modle-1723996773, 1723996779.63, 0.64, 0.2231, 0.63, 0.2163
modle-1723996773, 1723996779.658, 0.64, 0.2391, 0.59, 0.2247
modle-1723996773, 1723996779.686, 0.68, 0.219, 0.68, 0.21
modle-1723996773, 1723996779.718, 0.64, 0.2139, 0.71, 0.2035
modle-1723996773, 1723996779.746, 0.66, 0.222, 0.63, 0.2171
modle-1723996773, 1723996779.775, 0.62, 0.2249, 0.74, 0.1961
modle-1723996773, 1723996779.803, 0.64, 0.2327, 0.67, 0.2217
modle-1723996773, 1723996779.834, 0.62, 0.2273, 0.64, 0.2225
modle-1723996773, 1723996779.862, 0.67, 0.2024, 0.63, 0.2361
modle-1723996773, 1723996779.892, 0.62, 0.2142, 0.6, 0.2298
modle-1723996773, 1723996779.916, 0.63, 0.2248, 0.67, 0.2146
modle-1723996773, 1723996779.95, 0.68, 0.1948, 0.64, 0.2238
modle-1723996773, 1723996779.978, 0.64, 0.2148, 0.63, 0.2283
modle-1723996773, 1723996780.008, 0.63, 0.2199, 0.64, 0.2219
modle-1723996773, 1723996780.036, 0.59, 0.2272, 0.59, 0.2335
modle-1723996773, 1723996780.07, 0.63, 0.2239, 0.6, 0.2411
modle-1723996773, 1723996780.101, 0.55, 0.2367, 0.6, 0.2216
modle-1723996773, 1723996780.129, 0.66, 0.2023, 0.69, 0.2103
modle-1723996773, 1723996780.158, 0.71, 0.1917, 0.67, 0.2072
modle-1723996773, 1723996780.187, 0.65, 0.2038, 0.72, 0.1981
modle-1723996773, 1723996780.216, 0.72, 0.1927, 0.71, 0.207
modle-1723996773, 1723996780.244, 0.6, 0.2239, 0.71, 0.1807
modle-1723996773, 1723996780.273, 0.67, 0.2099, 0.68, 0.2052
modle-1723996773, 1723996780.302, 0.64, 0.2051, 0.68, 0.2004
modle-1723996773, 1723996780.331, 0.74, 0.1897, 0.75, 0.182
modle-1723996773, 1723996780.359, 0.69, 0.216, 0.71, 0.1931
modle-1723996773, 1723996780.387, 0.58, 0.24, 0.66, 0.2242
modle-1723996773, 1723996780.418, 0.72, 0.1904, 0.57, 0.2264
modle-1723996773, 1723996780.449, 0.71, 0.1982, 0.69, 0.199
modle-1723996773, 1723996780.477, 0.75, 0.1729, 0.63, 0.2103
modle-1723996773, 1723996780.507, 0.71, 0.2076, 0.74, 0.1789
modle-1723996773, 1723996780.538, 0.7, 0.2081, 0.66, 0.2104
modle-1723996773, 1723996780.568, 0.75, 0.1888, 0.74, 0.1844
modle-1723996773, 1723996780.601, 0.65, 0.2206, 0.73, 0.193
modle-1723996773, 1723996780.628, 0.66, 0.2236, 0.76, 0.1757
modle-1723996773, 1723996780.658, 0.66, 0.2077, 0.71, 0.2093
modle-1723996773, 1723996780.688, 0.75, 0.1816, 0.65, 0.2263
modle-1723996773, 1723996780.717, 0.69, 0.2043, 0.69, 0.1959
modle-1723996773, 1723996780.75, 0.68, 0.2136, 0.64, 0.2192
modle-1723996773, 1723996780.782, 0.62, 0.2293, 0.63, 0.2193
modle-1723996773, 1723996780.811, 0.69, 0.1951, 0.71, 0.2149
modle-1723996773, 1723996780.843, 0.64, 0.2309, 0.66, 0.2262
modle-1723996773, 1723996780.873, 0.69, 0.2017, 0.65, 0.2216
modle-1723996773, 1723996780.903, 0.63, 0.2029, 0.62, 0.218
modle-1723996773, 1723996780.933, 0.68, 0.2047, 0.61, 0.2469
modle-1723996773, 1723996780.961, 0.71, 0.1997, 0.69, 0.2002
modle-1723996773, 1723996780.99, 0.64, 0.2205, 0.61, 0.2342
modle-1723996773, 1723996781.019, 0.65, 0.2066, 0.65, 0.2272
modle-1723996773, 1723996781.049, 0.66, 0.202, 0.77, 0.181
modle-1723996773, 1723996781.077, 0.67, 0.1911, 0.67, 0.2215
modle-1723996773, 1723996781.109, 0.7, 0.1902, 0.69, 0.2014
modle-1723996773, 1723996781.139, 0.64, 0.2071, 0.68, 0.1869
modle-1723996773, 1723996781.168, 0.74, 0.1933, 0.65, 0.2244
modle-1723996773, 1723996781.195, 0.68, 0.2073, 0.69, 0.1976
modle-1723996773, 1723996781.225, 0.68, 0.1979, 0.72, 0.2053
modle-1723996773, 1723996781.254, 0.69, 0.1992, 0.62, 0.2103
modle-1723996773, 1723996781.286, 0.52, 0.2329, 0.71, 0.1921
modle-1723996773, 1723996781.315, 0.66, 0.2081, 0.7, 0.2043
modle-1723996773, 1723996781.342, 0.75, 0.2044, 0.68, 0.2139
modle-1723996773, 1723996781.372, 0.7, 0.2033, 0.66, 0.2071
modle-1723996773, 1723996781.401, 0.68, 0.2097, 0.65, 0.2055
modle-1723996773, 1723996781.428, 0.68, 0.1857, 0.68, 0.2165
modle-1723996773, 1723996781.457, 0.75, 0.1723, 0.7, 0.1901
modle-1723996773, 1723996781.485, 0.71, 0.175, 0.76, 0.1785
modle-1723996773, 1723996781.515, 0.69, 0.1916, 0.63, 0.2206
modle-1723996773, 1723996781.543, 0.61, 0.2254, 0.76, 0.1854
modle-1723996773, 1723996781.571, 0.69, 0.1897, 0.73, 0.175
modle-1723996773, 1723996781.601, 0.68, 0.1872, 0.68, 0.2061
modle-1723996773, 1723996781.631, 0.74, 0.1851, 0.68, 0.2181
modle-1723996773, 1723996781.659, 0.72, 0.1937, 0.7, 0.2097
modle-1723996773, 1723996781.687, 0.69, 0.2056, 0.69, 0.1918
modle-1723996773, 1723996781.717, 0.66, 0.2117, 0.66, 0.2266
modle-1723996773, 1723996781.744, 0.77, 0.1601, 0.66, 0.2173
modle-1723996773, 1723996781.772, 0.68, 0.203, 0.72, 0.1836
modle-1723996773, 1723996781.801, 0.66, 0.2192, 0.64, 0.2169
modle-1723996773, 1723996781.833, 0.65, 0.2208, 0.67, 0.1961
modle-1723996773, 1723996781.861, 0.7, 0.211, 0.66, 0.2121
modle-1723996773, 1723996781.889, 0.65, 0.2148, 0.69, 0.2001
modle-1723996773, 1723996781.919, 0.68, 0.2003, 0.64, 0.212
modle-1723996773, 1723996781.95, 0.63, 0.218, 0.6, 0.2274
modle-1723996773, 1723996781.978, 0.67, 0.2077, 0.65, 0.2214
modle-1723996773, 1723996782.005, 0.73, 0.1809, 0.67, 0.2021
modle-1723996773, 1723996782.035, 0.78, 0.1749, 0.74, 0.1731
modle-1723996773, 1723996782.065, 0.73, 0.2052, 0.68, 0.2039
modle-1723996773, 1723996782.092, 0.71, 0.1821, 0.74, 0.1959
modle-1723996773, 1723996782.122, 0.63, 0.2163, 0.72, 0.1848
modle-1723996773, 1723996782.151, 0.72, 0.1925, 0.73, 0.1779
modle-1723996773, 1723996782.182, 0.79, 0.1663, 0.71, 0.1972
modle-1723996773, 1723996782.21, 0.71, 0.1836, 0.63, 0.2221
modle-1723996773, 1723996782.238, 0.68, 0.2145, 0.74, 0.1884
modle-1723996773, 1723996782.268, 0.64, 0.2106, 0.62, 0.2127
modle-1723996773, 1723996782.3, 0.67, 0.1908, 0.69, 0.1924
modle-1723996773, 1723996782.326, 0.65, 0.2161, 0.73, 0.194
modle-1723996773, 1723996782.355, 0.64, 0.2159, 0.73, 0.2153
modle-1723996773, 1723996782.385, 0.76, 0.174, 0.65, 0.2302
modle-1723996773, 1723996782.417, 0.65, 0.2112, 0.74, 0.1824
modle-1723996773, 1723996782.445, 0.77, 0.1768, 0.72, 0.2021
modle-1723996773, 1723996782.475, 0.63, 0.2238, 0.59, 0.218
modle-1723996773, 1723996782.503, 0.67, 0.2035, 0.72, 0.1845
modle-1723996773, 1723996782.533, 0.67, 0.2034, 0.73, 0.1827
modle-1723996773, 1723996782.56, 0.69, 0.1954, 0.61, 0.2256
modle-1723996773, 1723996782.588, 0.68, 0.1922, 0.71, 0.1845
modle-1723996773, 1723996782.617, 0.72, 0.1793, 0.64, 0.2062
modle-1723996773, 1723996782.649, 0.76, 0.1747, 0.66, 0.2024
modle-1723996773, 1723996782.676, 0.69, 0.1939, 0.66, 0.2011
modle-1723996773, 1723996782.704, 0.67, 0.2048, 0.69, 0.2044
modle-1723996773, 1723996782.734, 0.69, 0.1995, 0.68, 0.2101
modle-1723996773, 1723996782.766, 0.78, 0.1771, 0.63, 0.2204
modle-1723996773, 1723996782.793, 0.6, 0.2312, 0.6, 0.2299
modle-1723996773, 1723996782.821, 0.66, 0.217, 0.72, 0.1751
modle-1723996773, 1723996782.85, 0.76, 0.1725, 0.67, 0.1991
modle-1723996773, 1723996782.879, 0.77, 0.1925, 0.68, 0.2067
modle-1723996773, 1723996782.907, 0.69, 0.2221, 0.75, 0.1718
modle-1723996773, 1723996782.936, 0.74, 0.1783, 0.68, 0.2005
modle-1723996773, 1723996782.966, 0.7, 0.1957, 0.73, 0.1839
modle-1723996773, 1723996782.995, 0.77, 0.1573, 0.69, 0.205
modle-1723996773, 1723996783.023, 0.68, 0.2186, 0.7, 0.1946
modle-1723996773, 1723996783.052, 0.74, 0.1722, 0.66, 0.2222
modle-1723996773, 1723996783.081, 0.7, 0.2087, 0.72, 0.1914
modle-1723996773, 1723996783.11, 0.75, 0.1724, 0.72, 0.1781
modle-1723996773, 1723996783.138, 0.7, 0.1915, 0.66, 0.2265
modle-1723996773, 1723996783.169, 0.8, 0.1627, 0.64, 0.2096
modle-1723996773, 1723996783.199, 0.78, 0.1637, 0.64, 0.2127
modle-1723996773, 1723996783.228, 0.71, 0.1908, 0.67, 0.1992
modle-1723996773, 1723996783.257, 0.7, 0.2036, 0.7, 0.2166
modle-1723996773, 1723996783.286, 0.69, 0.2038, 0.64, 0.2393
modle-1723996773, 1723996783.317, 0.7, 0.1932, 0.75, 0.1849
modle-1723996773, 1723996783.347, 0.74, 0.1772, 0.71, 0.2004
modle-1723996773, 1723996783.376, 0.71, 0.2062, 0.74, 0.1924
modle-1723996773, 1723996783.404, 0.66, 0.205, 0.72, 0.1969
modle-1723996773, 1723996783.434, 0.66, 0.214, 0.65, 0.1937
modle-1723996773, 1723996783.462, 0.72, 0.1923, 0.61, 0.2321
modle-1723996773, 1723996783.491, 0.68, 0.2019, 0.68, 0.223
modle-1723996773, 1723996783.52, 0.67, 0.2104, 0.76, 0.177
modle-1723996773, 1723996783.549, 0.66, 0.2061, 0.82, 0.1679
modle-1723996773, 1723996783.577, 0.7, 0.2086, 0.74, 0.1847
modle-1723996773, 1723996783.607, 0.72, 0.179, 0.68, 0.1918
modle-1723996773, 1723996783.635, 0.73, 0.1821, 0.67, 0.2139
modle-1723996773, 1723996783.668, 0.71, 0.2007, 0.68, 0.2016
modle-1723996773, 1723996783.699, 0.65, 0.2084, 0.73, 0.184
modle-1723996773, 1723996783.726, 0.8, 0.1612, 0.7, 0.1812
modle-1723996773, 1723996783.754, 0.73, 0.1681, 0.68, 0.1907
modle-1723996773, 1723996783.783, 0.7, 0.1833, 0.71, 0.1934
modle-1723996773, 1723996783.813, 0.73, 0.1966, 0.64, 0.2213
modle-1723996773, 1723996783.842, 0.7, 0.1799, 0.74, 0.1762
modle-1723996773, 1723996783.871, 0.68, 0.1908, 0.8, 0.166
modle-1723996773, 1723996783.901, 0.72, 0.1816, 0.75, 0.186
modle-1723996773, 1723996783.929, 0.76, 0.1659, 0.7, 0.189
modle-1723996773, 1723996783.959, 0.71, 0.1947, 0.75, 0.1877
modle-1723996773, 1723996783.988, 0.7, 0.176, 0.68, 0.1896
modle-1723996773, 1723996784.017, 0.73, 0.1809, 0.75, 0.1675
modle-1723996773, 1723996784.046, 0.8, 0.1574, 0.76, 0.173
modle-1723996773, 1723996784.075, 0.73, 0.182, 0.67, 0.2178
modle-1723996773, 1723996784.103, 0.69, 0.2009, 0.66, 0.2199
modle-1723996773, 1723996784.133, 0.7, 0.2063, 0.71, 0.1845
modle-1723996773, 1723996784.162, 0.71, 0.1715, 0.7, 0.1976
