modle-1723996773, 1723996773.258, 0.5, 0.25, 0.56, 0.2464
modle-1723996773, 1723996773.29, 0.49, 0.2513, 0.48, 0.2509
modle-1723996773, 1723996773.32, 0.47, 0.2509, 0.53, 0.2493
modle-1723996773, 1723996773.349, 0.5, 0.2499, 0.53, 0.2493
modle-1723996773, 1723996773.377, 0.5, 0.2502, 0.58, 0.2483
modle-1723996773, 1723996773.409, 0.62, 0.2475, 0.48, 0.2509
modle-1723996773, 1723996773.438, 0.37, 0.2582, 0.51, 0.2498
modle-1723996773, 1723996773.466, 0.52, 0.2493, 0.54, 0.2492
modle-1723996773, 1723996773.494, 0.51, 0.2494, 0.52, 0.2497
modle-1723996773, 1723996773.524, 0.54, 0.2493, 0.57, 0.2489
modle-1723996773, 1723996773.551, 0.52, 0.2496, 0.61, 0.2488
modle-1723996773, 1723996773.579, 0.59, 0.2488, 0.43, 0.2509
modle-1723996773, 1723996773.608, 0.51, 0.2497, 0.53, 0.2494
modle-1723996773, 1723996773.637, 0.58, 0.2481, 0.62, 0.2463
modle-1723996773, 1723996773.665, 0.46, 0.251, 0.43, 0.2518
modle-1723996773, 1723996773.692, 0.52, 0.2495, 0.5, 0.2494
modle-1723996773, 1723996773.72, 0.5, 0.2496, 0.44, 0.2518
modle-1723996773, 1723996773.751, 0.55, 0.2477, 0.6, 0.2467
modle-1723996773, 1723996773.777, 0.51, 0.2485, 0.53, 0.2484
modle-1723996773, 1723996773.805, 0.46, 0.2518, 0.55, 0.2492
modle-1723996773, 1723996773.835, 0.52, 0.2496, 0.52, 0.2505
modle-1723996773, 1723996773.865, 0.46, 0.2518, 0.42, 0.2542
modle-1723996773, 1723996773.892, 0.54, 0.2477, 0.53, 0.2502
modle-1723996773, 1723996773.924, 0.49, 0.2487, 0.45, 0.2539
modle-1723996773, 1723996773.952, 0.58, 0.2477, 0.55, 0.2453
modle-1723996773, 1723996773.983, 0.54, 0.2485, 0.56, 0.2488
modle-1723996773, 1723996774.01, 0.56, 0.2477, 0.49, 0.2531
modle-1723996773, 1723996774.038, 0.58, 0.2437, 0.5, 0.2548
modle-1723996773, 1723996774.067, 0.43, 0.2604, 0.46, 0.2542
modle-1723996773, 1723996774.096, 0.46, 0.2552, 0.53, 0.2467
modle-1723996773, 1723996774.124, 0.53, 0.247, 0.59, 0.2464
modle-1723996773, 1723996774.153, 0.55, 0.246, 0.55, 0.2484
modle-1723996773, 1723996774.183, 0.54, 0.2453, 0.57, 0.2402
modle-1723996773, 1723996774.21, 0.52, 0.2495, 0.56, 0.2481
modle-1723996773, 1723996774.238, 0.46, 0.2528, 0.58, 0.2496
modle-1723996773, 1723996774.267, 0.53, 0.2527, 0.47, 0.2554
modle-1723996773, 1723996774.294, 0.56, 0.2476, 0.57, 0.2463
modle-1723996773, 1723996774.324, 0.6, 0.2487, 0.64, 0.2448
modle-1723996773, 1723996774.351, 0.6, 0.2444, 0.55, 0.2483
modle-1723996773, 1723996774.382, 0.53, 0.2465, 0.54, 0.2486
modle-1723996773, 1723996774.41, 0.41, 0.2516, 0.46, 0.2518
modle-1723996773, 1723996774.439, 0.56, 0.2467, 0.68, 0.2447
modle-1723996773, 1723996774.468, 0.55, 0.2464, 0.5, 0.2494
modle-1723996773, 1723996774.499, 0.61, 0.2436, 0.53, 0.2476
modle-1723996773, 1723996774.527, 0.55, 0.2452, 0.46, 0.2509
modle-1723996773, 1723996774.558, 0.55, 0.2459, 0.56, 0.2438
modle-1723996773, 1723996774.587, 0.56, 0.2445, 0.53, 0.248
modle-1723996773, 1723996774.617, 0.63, 0.2359, 0.6, 0.2406
modle-1723996773, 1723996774.645, 0.59, 0.2396, 0.45, 0.2635
modle-1723996773, 1723996774.675, 0.55, 0.2391, 0.49, 0.2558
modle-1723996773, 1723996774.703, 0.55, 0.2401, 0.58, 0.2476
modle-1723996773, 1723996774.733, 0.59, 0.2409, 0.57, 0.243
modle-1723996773, 1723996774.76, 0.67, 0.2287, 0.56, 0.2422
modle-1723996773, 1723996774.789, 0.54, 0.2448, 0.58, 0.2362
modle-1723996773, 1723996774.819, 0.49, 0.2518, 0.55, 0.2507
modle-1723996773, 1723996774.849, 0.64, 0.2411, 0.61, 0.2387
modle-1723996773, 1723996774.876, 0.6, 0.2448, 0.57, 0.2629
modle-1723996773, 1723996774.906, 0.61, 0.2332, 0.61, 0.2367
modle-1723996773, 1723996774.938, 0.56, 0.2483, 0.57, 0.2381
modle-1723996773, 1723996774.968, 0.65, 0.2388, 0.64, 0.2284
modle-1723996773, 1723996774.997, 0.52, 0.2525, 0.65, 0.2294
modle-1723996773, 1723996775.027, 0.59, 0.2368, 0.51, 0.2453
modle-1723996773, 1723996775.056, 0.54, 0.243, 0.65, 0.2324
modle-1723996773, 1723996775.085, 0.61, 0.2428, 0.57, 0.247
modle-1723996773, 1723996775.116, 0.61, 0.2378, 0.64, 0.2277
modle-1723996773, 1723996775.145, 0.54, 0.2517, 0.61, 0.2348
modle-1723996773, 1723996775.173, 0.65, 0.2328, 0.52, 0.2458
modle-1723996773, 1723996775.204, 0.63, 0.2255, 0.64, 0.2276
modle-1723996773, 1723996775.234, 0.62, 0.2331, 0.59, 0.2364
modle-1723996773, 1723996775.266, 0.51, 0.2562, 0.6, 0.2396
modle-1723996773, 1723996775.294, 0.65, 0.23, 0.66, 0.2286
modle-1723996773, 1723996775.324, 0.68, 0.2218, 0.6, 0.2502
modle-1723996773, 1723996775.352, 0.63, 0.2301, 0.62, 0.2292
modle-1723996773, 1723996775.383, 0.65, 0.2322, 0.54, 0.2553
modle-1723996773, 1723996775.412, 0.56, 0.2419, 0.52, 0.253
modle-1723996773, 1723996775.442, 0.59, 0.2369, 0.65, 0.2273
modle-1723996773, 1723996775.473, 0.63, 0.216, 0.64, 0.2217
modle-1723996773, 1723996775.502, 0.68, 0.2152, 0.55, 0.2562
modle-1723996773, 1723996775.533, 0.61, 0.2429, 0.59, 0.2301
modle-1723996773, 1723996775.561, 0.55, 0.2469, 0.66, 0.2025
modle-1723996773, 1723996775.59, 0.64, 0.2332, 0.63, 0.2414
modle-1723996773, 1723996775.62, 0.54, 0.256, 0.63, 0.2162
modle-1723996773, 1723996775.65, 0.64, 0.2212, 0.61, 0.2492
modle-1723996773, 1723996775.678, 0.62, 0.2335, 0.52, 0.2587
modle-1723996773, 1723996775.706, 0.53, 0.255, 0.59, 0.2414
modle-1723996773, 1723996775.736, 0.58, 0.2366, 0.61, 0.2355
modle-1723996773, 1723996775.766, 0.65, 0.2287, 0.56, 0.2484
modle-1723996773, 1723996775.793, 0.6, 0.248, 0.52, 0.2582
modle-1723996773, 1723996775.821, 0.55, 0.2479, 0.64, 0.2317
modle-1723996773, 1723996775.851, 0.54, 0.2567, 0.63, 0.24
modle-1723996773, 1723996775.878, 0.59, 0.2373, 0.53, 0.2537
modle-1723996773, 1723996775.906, 0.56, 0.2466, 0.51, 0.2443
modle-1723996773, 1723996775.934, 0.59, 0.2356, 0.56, 0.2477
modle-1723996773, 1723996775.967, 0.58, 0.2472, 0.57, 0.2464
modle-1723996773, 1723996775.997, 0.57, 0.2402, 0.54, 0.2433
modle-1723996773, 1723996776.025, 0.5, 0.2495, 0.51, 0.2525
modle-1723996773, 1723996776.054, 0.51, 0.241, 0.58, 0.2417
modle-1723996773, 1723996776.085, 0.65, 0.2282, 0.58, 0.2395
modle-1723996773, 1723996776.115, 0.55, 0.2478, 0.63, 0.2354
modle-1723996773, 1723996776.142, 0.59, 0.236, 0.52, 0.2502
modle-1723996773, 1723996776.17, 0.64, 0.2407, 0.64, 0.2353
modle-1723996773, 1723996776.201, 0.63, 0.2352, 0.55, 0.2435
modle-1723996773, 1723996776.23, 0.61, 0.2392, 0.57, 0.2526
modle-1723996773, 1723996776.258, 0.52, 0.2403, 0.52, 0.2415
modle-1723996773, 1723996776.286, 0.64, 0.2307, 0.61, 0.243
modle-1723996773, 1723996776.317, 0.61, 0.2393, 0.62, 0.2361
modle-1723996773, 1723996776.344, 0.72, 0.226, 0.59, 0.2326
modle-1723996773, 1723996776.373, 0.55, 0.241, 0.61, 0.2328
modle-1723996773, 1723996776.401, 0.68, 0.2203, 0.54, 0.248
modle-1723996773, 1723996776.432, 0.61, 0.2369, 0.59, 0.2279
modle-1723996773, 1723996776.46, 0.69, 0.2105, 0.59, 0.2478
modle-1723996773, 1723996776.491, 0.69, 0.2198, 0.55, 0.2471
modle-1723996773, 1723996776.519, 0.59, 0.2289, 0.59, 0.238
modle-1723996773, 1723996776.549, 0.59, 0.2508, 0.61, 0.2362
modle-1723996773, 1723996776.576, 0.68, 0.2287, 0.62, 0.2362
modle-1723996773, 1723996776.603, 0.7, 0.2087, 0.6, 0.2283
modle-1723996773, 1723996776.633, 0.63, 0.2304, 0.58, 0.2426
modle-1723996773, 1723996776.66, 0.61, 0.2363, 0.55, 0.242
modle-1723996773, 1723996776.689, 0.58, 0.2538, 0.58, 0.2445
modle-1723996773, 1723996776.719, 0.6, 0.2292, 0.58, 0.2483
modle-1723996773, 1723996776.749, 0.57, 0.2307, 0.55, 0.2601
modle-1723996773, 1723996776.778, 0.64, 0.2392, 0.6, 0.2266
modle-1723996773, 1723996776.806, 0.64, 0.2376, 0.59, 0.2416
modle-1723996773, 1723996776.835, 0.64, 0.2261, 0.56, 0.2524
modle-1723996773, 1723996776.863, 0.56, 0.2336, 0.67, 0.2114
modle-1723996773, 1723996776.892, 0.61, 0.2467, 0.63, 0.236
modle-1723996773, 1723996776.921, 0.68, 0.2288, 0.65, 0.2348
modle-1723996773, 1723996776.952, 0.54, 0.2389, 0.59, 0.2348
modle-1723996773, 1723996776.98, 0.61, 0.2444, 0.59, 0.2403
modle-1723996773, 1723996777.011, 0.51, 0.2494, 0.67, 0.2276
modle-1723996773, 1723996777.039, 0.58, 0.2326, 0.53, 0.2425
modle-1723996773, 1723996777.068, 0.52, 0.2414, 0.72, 0.2174
modle-1723996773, 1723996777.096, 0.64, 0.2264, 0.61, 0.2346
modle-1723996773, 1723996777.125, 0.62, 0.2292, 0.65, 0.2381
modle-1723996773, 1723996777.153, 0.54, 0.2493, 0.56, 0.2445
modle-1723996773, 1723996777.183, 0.64, 0.2238, 0.6, 0.2378
modle-1723996773, 1723996777.21, 0.65, 0.2194, 0.57, 0.2435
modle-1723996773, 1723996777.241, 0.61, 0.2273, 0.62, 0.2342
modle-1723996773, 1723996777.272, 0.76, 0.2092, 0.63, 0.2188
modle-1723996773, 1723996777.304, 0.56, 0.2446, 0.66, 0.2215
modle-1723996773, 1723996777.334, 0.63, 0.2273, 0.64, 0.2295
modle-1723996773, 1723996777.367, 0.59, 0.2284, 0.53, 0.2466
modle-1723996773, 1723996777.398, 0.67, 0.2169, 0.54, 0.2526
modle-1723996773, 1723996777.429, 0.64, 0.2321, 0.67, 0.224
modle-1723996773, 1723996777.459, 0.63, 0.2155, 0.55, 0.2556
modle-1723996773, 1723996777.489, 0.68, 0.2235, 0.68, 0.2159
modle-1723996773, 1723996777.52, 0.62, 0.2397, 0.61, 0.2301
modle-1723996773, 1723996777.551, 0.66, 0.2269, 0.55, 0.2466
modle-1723996773, 1723996777.583, 0.71, 0.2034, 0.58, 0.2489
modle-1723996773, 1723996777.617, 0.67, 0.213, 0.63, 0.2213
modle-1723996773, 1723996777.659, 0.71, 0.2121, 0.51, 0.263
modle-1723996773, 1723996777.698, 0.61, 0.2327, 0.59, 0.2223
modle-1723996773, 1723996777.757, 0.58, 0.2399, 0.56, 0.259
modle-1723996773, 1723996777.793, 0.61, 0.2461, 0.69, 0.2207
modle-1723996773, 1723996777.824, 0.62, 0.2145, 0.58, 0.2597
modle-1723996773, 1723996777.857, 0.69, 0.2162, 0.58, 0.2511
modle-1723996773, 1723996777.89, 0.64, 0.2154, 0.59, 0.2446
modle-1723996773, 1723996777.922, 0.59, 0.2446, 0.63, 0.2327
modle-1723996773, 1723996777.955, 0.59, 0.242, 0.66, 0.2206
modle-1723996773, 1723996777.989, 0.72, 0.2215, 0.66, 0.2073
modle-1723996773, 1723996778.022, 0.59, 0.2345, 0.6, 0.2351
modle-1723996773, 1723996778.055, 0.63, 0.233, 0.62, 0.2439
modle-1723996773, 1723996778.088, 0.69, 0.2151, 0.51, 0.2489
modle-1723996773, 1723996778.118, 0.67, 0.2127, 0.49, 0.2563
modle-1723996773, 1723996778.15, 0.73, 0.1943, 0.56, 0.2427
modle-1723996773, 1723996778.179, 0.69, 0.2239, 0.55, 0.2449
modle-1723996773, 1723996778.209, 0.6, 0.23, 0.65, 0.2188
modle-1723996773, 1723996778.238, 0.62, 0.2305, 0.59, 0.2328
modle-1723996773, 1723996778.268, 0.69, 0.2131, 0.58, 0.2402
modle-1723996773, 1723996778.301, 0.59, 0.2414, 0.61, 0.2338
modle-1723996773, 1723996778.328, 0.58, 0.2428, 0.59, 0.2334
modle-1723996773, 1723996778.358, 0.61, 0.2271, 0.6, 0.231
modle-1723996773, 1723996778.388, 0.63, 0.2129, 0.69, 0.2082
modle-1723996773, 1723996778.418, 0.59, 0.2544, 0.66, 0.2183
modle-1723996773, 1723996778.45, 0.56, 0.2406, 0.65, 0.2329
modle-1723996773, 1723996778.477, 0.59, 0.2347, 0.7, 0.209
modle-1723996773, 1723996778.507, 0.66, 0.2144, 0.63, 0.2223
modle-1723996773, 1723996778.539, 0.67, 0.2182, 0.65, 0.2159
modle-1723996773, 1723996778.568, 0.59, 0.2237, 0.57, 0.2439
modle-1723996773, 1723996778.597, 0.7, 0.2108, 0.61, 0.227
modle-1723996773, 1723996778.626, 0.72, 0.1999, 0.71, 0.2082
modle-1723996773, 1723996778.655, 0.61, 0.2283, 0.65, 0.2113
modle-1723996773, 1723996778.686, 0.63, 0.232, 0.65, 0.2255
modle-1723996773, 1723996778.716, 0.67, 0.2167, 0.65, 0.2173
modle-1723996773, 1723996778.743, 0.73, 0.1869, 0.55, 0.2398
modle-1723996773, 1723996778.773, 0.65, 0.2084, 0.52, 0.2463
modle-1723996773, 1723996778.802, 0.62, 0.2189, 0.6, 0.2361
modle-1723996773, 1723996778.832, 0.65, 0.2247, 0.61, 0.2233
modle-1723996773, 1723996778.859, 0.68, 0.1956, 0.58, 0.2465
modle-1723996773, 1723996778.889, 0.67, 0.2076, 0.64, 0.2209
modle-1723996773, 1723996778.921, 0.62, 0.2183, 0.72, 0.2177
modle-1723996773, 1723996778.95, 0.74, 0.1814, 0.63, 0.2326
modle-1723996773, 1723996778.978, 0.74, 0.1919, 0.65, 0.2063
modle-1723996773, 1723996779.008, 0.6, 0.2453, 0.77, 0.1694
modle-1723996773, 1723996779.039, 0.71, 0.189, 0.61, 0.2467
modle-1723996773, 1723996779.069, 0.66, 0.2171, 0.72, 0.1996
modle-1723996773, 1723996779.099, 0.71, 0.1914, 0.62, 0.2439
modle-1723996773, 1723996779.128, 0.61, 0.2358, 0.65, 0.2313
modle-1723996773, 1723996779.157, 0.7, 0.2046, 0.66, 0.2084
modle-1723996773, 1723996779.186, 0.66, 0.2067, 0.59, 0.2506
modle-1723996773, 1723996779.217, 0.58, 0.2322, 0.69, 0.2032
modle-1723996773, 1723996779.245, 0.62, 0.2114, 0.64, 0.2271
modle-1723996773, 1723996779.277, 0.66, 0.2303, 0.62, 0.2302
modle-1723996773, 1723996779.306, 0.64, 0.2042, 0.62, 0.2306
modle-1723996773, 1723996779.335, 0.63, 0.2158, 0.61, 0.2233
modle-1723996773, 1723996779.366, 0.57, 0.2364, 0.67, 0.2228
modle-1723996773, 1723996779.393, 0.69, 0.2125, 0.61, 0.2359
modle-1723996773, 1723996779.422, 0.53, 0.2428, 0.64, 0.2205
modle-1723996773, 1723996779.451, 0.65, 0.2155, 0.65, 0.2149
modle-1723996773, 1723996779.483, 0.71, 0.209, 0.65, 0.2281
modle-1723996773, 1723996779.51, 0.64, 0.2282, 0.64, 0.2214
modle-1723996773, 1723996779.539, 0.62, 0.2296, 0.69, 0.2136
modle-1723996773, 1723996779.569, 0.54, 0.2433, 0.72, 0.2177
modle-1723996773, 1723996779.601, 0.71, 0.2007, 0.61, 0.2347
